query_id,0
14740,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]"
14770,"[0 0 1 1 1 1 0 1 2 1 1 2 1 1 1 0 0 0 0 0 0 2 0 2 1 0 1 1 0 1 0 1 0 0 0 1 1
 1 2 0 2 1 1 1 0 1 1 1 0 2 0 0 1 1 2 1 2 1 1 1 1 0 0 0 0 1 2 2 1 0 1 1 0 1
 2 1 1 1 1 0 1 0 1 2 0 2 0 1 0 0 0 1 1 1 1 0 2 1 1 0 1 0 1 1 0 2 1 0 0 1 1
 2 0 0 2 0 1 1 2 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 0 1 0 0 1 1 2 0 1 2 0 1 2 1
 2 0 0 0 1 1 0 1 1 0 0 0 1 0 1 0 0 1 2 0 1 0 0 0 1 1 1 1 0 1]"
14845,"[0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1
 0 1 0]"
14875,"[0 0 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1 0 0 0 0 1 0 1 1 0 0
 1 1 1 0 1 1 0 0 0 1 0 0 1 1 0 0 1 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 1 1 1 0 1
 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0 0 4 0 1 1 1 1 0 1
 1 1 1 0 1 1 1 0 1 1 1 1 0 1 0]"
15085,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
15130,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1]"
15145,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
15280,"[1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 0 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1
 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 1 1 1 2 0 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 0
 1 1 1 0 1 1 1 0 1 1 2 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1
 1 1 1 1 1 1 0 1 1 1 0 0 2 0 1 0 0 0 0 1 0 1 1 0 1 1 2 1 0 1 1 1 0 1 1 0 1
 1 1 1 1 1 1 1 1]"
15310,[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
15370,"[0 0 1 1 1 0 1 1 0 0 0 1 0 0 1 1 0 0 1 0 1 1 0 0 1 1 0 0 1 1 1 0 1 1 0 1 1
 1 1 1 0 0 0 0 1 1 1 1 0 1 1 0 0 1 1 1 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1 0 0
 0 0 0 0 0 2 1 1 0 0 1 1 1 0 1 1 0 0 1 0 1 1 1 0 0 1 1 1 0 0 0 0 1 0 1 0 1
 1 0 0 1 1 0 0 0 0 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 0 1 1 0 1 0 0 1 0 0]"
15415,"[0 2 0 1 0 1 0 1 0 1 0 2 0 1 1 1 1 1 0 1 1 1 1 1 0 0 1 2 2 1 1 2 2 1 1 1 1
 1 2 2 0 0 2 1 1 0 1 0 1 0 0 2 1 1 1 0 1 2 1 2 2 2 0 2 0 1 0 2 0 1 1 1 0 1
 1 2 1 1 1 1 1 2 0 1 1 0 2 0 1 1 1 2 2 0 1 2 2 2 2 0 1 2 1 1 1 1 1 1 1 1 0
 2 2 1 1 2 1 1 1 1 0 0 0 1 1 1 0 1 2 1 0 1 0 0 1 1 0 1 1 1 1 1 2 1 1 2 0 1
 0 0 0 0 1 0 0 0 0]"
15460,"[1 0 0 1 1 0 0 0 0 0 1 2 0 0 0 0 2 0 0 0 1 0 2 1 1 0 1 2 1 0 0 0 0 0 0 1 0
 0 0 0 0 0 1 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 1 0 2 0 0 0 1
 0 1 0 1 0 0 1 0 0 2 0 0 0 0 1 0 0 0 1]"
15475,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
15490,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
15565,"[0 0 0 1 0 1 1 1 1 1 0 0 1 1 0 0 0 0 1 1 0 0 1 0 0 1 1 0 0 1 1 1 0 1 0 0 0
 1 0 0 0 0 0 0 1 1 1 1 1 0 1 0 1 1 1 0 0 1 0 1 0 1 1 1 0 1 0 0 0 0 0 1 0 0
 0 0 0 0 1 1 1 1 0 0 1 0 1 0 1 1 1 0 0 1 0 1 0 1 1 1 0 0 1 1 0 1 1 1 1 1 0
 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 2 1 1 1 0 0 1 0 1 0 1 1 2 0 1 0 2 0]"
15640,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
15655,[0 0 0 0 0 0 0 0 0 0]
15670,"[1 0 0 1 1 0 0 2 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 0 0 1 0 1 1
 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 2 1 1 2 1 1 1 1 1 0 1 0 2 2 1 0 1 2 1 1 0
 0 2 1 2 1 0 1 2 1 1 0 2 1 1 1 1 2 0 1 2 1 0 1 1 2 1 1 0 0 2 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 2 1 1 2 1 0 0 1 1 1 2 1 0 1 1 0 0 2 1 0 1 1
 1 1 2 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 2 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 0 1
 1 0 1 2 1 1 1 0 1 0 1 1 0 1 0 0 1 1 1 2 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 2
 1 0 1 2 1 0 1 1 0 1 1 1 0 1 1 0 1 0 1 1 0 2 0 0 1 1 1 0 1 1 0 1 1 0 1 0 0
 1 1 0 1 1 1 0 1 0 2 0 1 1 1 1 1 1 0 0 2 0 1 0 0 0 0 1 0 1 2 0 1 1 1 1 1 1
 1 1 1 0 1 2 2 2 0 1 1 1 0 1 1 0 2]"
15715,[0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
15745,"[1 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0
 0 0 0 1 1 1 0 0 0 0 0 1 0 1 1 0]"
15760,"[0 1 2 0 1 1 0 0 1 1 0 1 1 1 2 1 2 1 0 1 1 2 0 0 1 1 1 1 1 1 1 1 1 1 4 1 0
 1 0 1 1 1 1 1 1 2 0 1 1 0 1 1 1 1 1 1 1 1 4 2 1 1 2 1 1 1 1 2 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 4 1 2 1 0 1 1 1 1 1 1 1 1 1 1 1 2 2 2
 2 1 1 1 1 1 1 1 1 1 1 1 4 1 4 1 1 1 1 0 0 0 0 1 1 1 1 1 1 2 1 2 1 0 2 1 2
 1 1 0 1 2 1 1 1 1 1 1 1 1 2 0 2 1 1 1 1 1 1 1 1 2 0 2 1 1 1 0 0 1 1 1 0 1
 1 1 2 2]"
15805,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0]
15820,"[1 1 2 1 0 1 1 1 0 1 0 0 1 0 1 0 1 1 1 0 1 0 1 1 0 1 0 1 1 1 1 1 0 1 0 0 0
 1 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 0 1 0 1 1 0 0 0 0 0 1 1 0 0 0 1 0 1 1 1
 0 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 0 1 0 0 1 1 1 0
 0 1 1 1 0 0 0 1 0 1 1 0 0 1 1 0 2]"
15835,"[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 1 0 0]"
15910,"[0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 1 0 2 0 0
 0 0 0 2 0 1 0 1 0 1 0 0 2 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0
 0 0 0 0 0 2 0 0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1
 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0
 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
 1 0 0 2 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 2 1 0
 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0]"
15925,"[0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 1 1 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 0
 0 1 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 1 0 1
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]"
15970,"[0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 1 0 1 0 0 1 1 1 0 0 2 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0]"
16015,"[0 0 1 1 0 0 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
 0 0 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0]"
16075,"[0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 1 0 0 1 0 0 0 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 1 0 0 0 0 0 0]"
16150,"[1 0 1 0 2 1 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
 0 2 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
 0 0 0]"
16165,"[0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 1 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0]"
16195,"[0 1 0 2 1 1 0 0 1 1 0 2 1 2 1 2 2 0 1 2 1 0 1 1 1 1 0 2 1 0 1 1 0 1 2 1 2
 1 1 2 0 1 1 0 1 0 1 1 1 1 1 2 2 0 2 2 1 1 1 0 1 0 1 0 1 0 2 1 1 1 0 1 2 2
 1 2 1 1 2 0 1 2 2 1 1 1 1 2 1 0]"
16255,"[0 0 1 1 0 1 1 1 1 1 1 0 1 0 1 0 1 1 1 0 1 1 0 1 1 0 1 1 0 2 1 1 1 0 0 0 1
 0 1 1 0 1 2 1 0 0 1 1 0 0 1 0 1 1 0 0 1 1 0 1 1 0 1 0 1 0 0 1 1 1 1 1 0 1
 1 1 1 0 1 0 1 0 0 0 0 0 0 1 1 0 1 1 0 1 1 0 1 0 0 0 2 0 0 1 0 0 1 0 1 0 0
 0 2 0 1 1 2 0 1 1 0 1 0 1 1 1 0 0 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 0
 1 0 1 1 0 0 1 0 1 1 0 1 1 1 0 0 0 0 1 0 0 0 1 1 1 0 0 1 0 0 0 1 1 1 0 0 0
 0 0 1 1 1 1 0 1 0 0 1 0 0 1 0 1 0 0 1 0 1 1 1 0 1 1 1 0 0 1 1 0 1 1 1 1 0
 1 1 0 2 1 0 1 1 1 0 1 1 1 1 1 0 0 2 1 1 1 1 1 0 0 1 0 2 1 0 0 0 1 1 1 0 1
 1 0 0 1 1 0 1 0 0 0 1 0]"
16300,[0 0 0 0 0 0 0 0 0 0 0 0]
16345,[0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0]
16360,"[0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 1 1 1 1 1 0 0 0 0 1 1 1 1 0 1 0 1 1 0 0 1
 0 1 1 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 1 1 0 1 0 1 0 0 0 1
 1 0 1 0 1 0 1 0 1 1 0 0 1 1 0 1 1 1 1 1 0 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0
 1 0 0 0 1 0 0 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 2 0 0]"
16405,"[1 0 0 0 1 1 1 0 1 1 0 1 1 0 0 1 0 1 1 0 1 0 1 0 0 1 0 2 1 1 1 1 0 1 0 1 1
 0 1 0 0 0 1 1 0 2 1 1 0 1 1 0 1 1 0 1 0 0 0 1 1 0 1 0 1 0 0 1 0 1 2 1 1 1
 0 1 1 0 1 0 0 2 1 0 2 0 0 1 0 0 0 1 1 0 0 2 0 0 0 0 1 1 0 0 1 0 1 1 1 1 0
 1 1 0 0 0 2 0 0 0 0 0 0 0]"
16450,"[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
16510,"[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
16585,"[1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 1
 0 2 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 2 1 0 0 0 0 0 0 0 0 0 0
 0 0 1 0 0 1 0 1 2 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 1 0 0 0
 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0]"
16615,"[0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0
 0 0 0 1 1 0 0 0 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 2 0
 0 0 2 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0
 0 0 1 1 0 0 0 1 0 0 0 0 0 1 0]"
16660,"[0 0 0 1 2 1 0 0 0 2 1 2 1 2 1 1 2 0 0 0 0 0 1 1 0 0 2 0 1 1 2 1 1 0 1 0 2
 0 0 0 0 1 1 0 1 1 0 0 0 1 0 1 0 1 1 0 0 0 1 1 1 0 1 0 1 0 1 2 2 1 0 1 0 0
 0 0 0 1 0 0 0 1 1 0 1 0 1 2 1 2 1 0 0 0 1 1 1 1 0 1 1 2 0 0 0 2 0 0 1 1 0
 2 2 1 1 2 0 2 0 1 0 1 0 0 0 1 0 0 2 1 0 0 2 0 0 0 0 0 1 0 2 1 1 0 2 1 2 0
 0 0 0 0 2 0 0 1 2 0 0 0 0]"
16735,"[0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
16795,"[0 0 1 1 1 1 0 0 1 2 1 0 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1
 1 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0
 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1
 0 0 2 1 0 0 1]"
16855,"[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
16885,[0 0 0 0 0 0 0 0 0 0 0 0 0]
16930,"[1 0 0 1 1 0 0 1 0 1 0 1 1 1 0 1 1 0 0 0 1 1 2 2 1 0 0 0 0 1 0 1 0 1 1 1 1
 1 0 1 0 0 1 0 1 1 1 1 1 1 0 0 2 1 1 1 0 1 1 1 1 1 0 4 0 0 1 1 1 1 1 1 1 1
 1 0 0 0 1 0 1 0 0 0 0 0 1 1 0 1 0 0 1 0 1 0 0 1 1 0 1 1 1 0 1 2 1 0 1 0 0
 0 1 1 0 0 1 1 1 2 1 1 1 1 1 1 1 4 1 0 1 1 1 1 0 1 0 0 0 1 0 2 1]"
16960,"[1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 2 0 0 0 2 0 0 0 0 0 2 0 1 0 0 0 1 0 0 1 1
 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 1 1 0 0 0 0 1 2 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0
 0 0 0 1 2 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 2 0
 1 0]"
16990,"[1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 0 1
 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 2 0 1 1 1 1 2 0 0 0 0 0 0 0 0 0 0
 0 1 0 1 0 0 0 1 0 1 0 0 2 0 1 0 2 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
 2 2 1 1 0 0 0 0 0 0 0]"
17035,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
17050,"[1 1 1 1 1 0 1 0 0 0 1 1 1 1 0 1 0 1 1 0 1 1 0 1 1 2 1 0 0 0 0 0 1 0 1 0 2
 1 1 1 0 1 2 1 1 1 2 1 1 1 0 1 1 0 1 1 1 1 0 1 0 1 1 0 1 0 0 2 1 1 1 0 1 1
 2 1 1 1 1 2 1 0 0 0 1 2 0 1 1 1 0 0 1 2 1 1 1 1 0 0 1 0 1 1 1 1 1 1 0 1 1
 0 2 0 1 0 1 1 1 1 0 0 2 1 1 0 0 1 0 1 1 0 1 0 1 2 0 0 1 1 0 1 2 1 1 0 0 1]"
17065,"[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1
 0 0 1 1 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 2 1 0 1 0 0 1 1 1 1 1 0 0 1 0
 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 2 0 2 0 2 1 1 2 0 1 0 0 0 0 0 0 0 0 0 2 1 0
 1 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 1 1 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0
 1 1 0 0 2 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 0 0 1 0 1 1 1 0 1 0 1 0 0 1 0 1 0
 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 2 0 1
 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0
 0 1 0 0 0 1 2 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0 0 0 2]"
17125,"[1 1 0 1 2 1 0 1 0 2 1 1 1 2 1 0 0 0 2 1 2 2 1 1 1 1 2 0 0 2 1 2 2 2 1 1 1
 2 2 2 0 0 2 1 1 1 0 0 1 2 1 0 2 0 1 0 0 0 0 1 1 1 2 0 1 2 0 1 1 2 1 2 2 2
 1 1 1 1 2 1 2 1 1 2 2 1 2 1 1 1 1 0 1 1 1 2 1 1 1 1 1 1 2 2 2 0 1 2 2 1 1
 1 0 2 1 0 1 0 2 1 0 2 1 2 0 1 1 0 0 1 0 2 1 2 1 1 2 0 1 1 1 0 1 1 1 1 1 0
 0 2 0 0 1 2 1 0 1 1 2 1 2 1 2 1 0 0 1 1 0 1 1 0 1 1 2 1 2 0 1 1]"
17170,"[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]"
